n,k,count
110,51,5
123,89,9
87,46,4
101,23,10
121,98,14
101,44,8
177,115,1
175,130,1
173,111,2
68,23,9
136,24,29
25,24,15
30,5,2
43,3,12
28,6,4
47,20,2
48,3,15
48,4,13
26,25,13
37,16,1
45,17,7
71,59,4
80,54,6
77,70,7
48,25,5
36,21,1
87,61,2
37,24,2
108,27,14
52,10,8
107,51,6
133,110,21
37,15,2
39,6,2
174,119,5
55,37,5
173,128,14
116,25,8
95,44,7
132,43,11
54,50,8
146,74,19
67,7,4
173,64,4
114,71,10
83,17,5
108,95,9
113,59,11
69,19,8
87,43,7
180,148,2
77,32,3
125,84,14
112,66,9
107,85,5
58,24,5
100,24,6
76,34,5
66,34,4
44,2,16
46,37,6
92,27,9
106,55,8
107,33,5
92,82,7
127,32,13
171,102,6
119,81,9
48,44,8
99,51,6
99,28,5
86,35,4
87,52,6
46,42,12
43,35,8
45,15,3
41,35,4
43,41,13
85,58,7
124,111,16
49,20,6
57,33,5
48,39,7
61,49,3
174,116,5
116,59,11
174,48,12
175,51,1
25,10,1
129,20,19
130,99,11
172,96,5
92,33,11
116,45,16
102,56,10
62,51,9
58,4,12
109,43,11
178,37,3
103,75,12
129,86,18
41,10,2
71,31,3
65,44,9
64,42,3
128,69,7
67,53,9
78,13,5
139,53,21
63,28,4
63,35,5
63,27,6
69,8,5
66,23,3
64,52,4
63,31,4
42,9,5
42,11,1
115,84,13
54,21,4
52,44,4
130,40,14
173,123,15
69,14,7
71,63,9
64,53,7
65,54,6
144,83,19
179,25,5
90,67,11
81,5,18
89,44,6
50,35,1
53,19,3
117,76,8
32,7,3
43,17,1
85,33,5
86,47,3
87,48,4
89,53,5
89,70,10
37,28,2
48,41,5
36,10,4
38,12,3
84,38,6
63,11,7
79,71,4
78,54,9
32,30,6
55,47,6
64,32,3
88,71,9
41,22,6
41,28,2
112,82,10
46,6,5
70,26,6
82,39,6
73,37,6
45,4,5
175,57,3
102,59,8
60,54,4
57,29,7
101,74,16
92,46,6
99,70,7
73,12,5
112,6,18
129,54,10
120,77,16
130,119,22
106,47,7
86,53,7
85,28,11
111,47,9
121,101,18
95,38,5
114,54,11
87,39,5
98,44,6
92,42,8
103,26,9
134,53,16
88,41,5
39,25,1
96,21,8
88,68,3
98,20,7
91,14,10
106,80,6
118,90,13
116,55,7
127,40,14
67,40,7
119,57,10
80,59,8
112,87,17
93,64,9
170,91,9
66,45,4
55,6,6
70,33,11
56,5,3
51,28,3
103,59,6
140,39,19
94,80,7
81,46,6
79,10,6
102,74,4
173,115,8
134,52,12
134,14,17
131,32,12
87,19,5
86,52,3
84,34,3
55,49,8
70,45,3
71,40,6
38,34,7
43,6,4
116,81,13
53,42,3
53,37,2
55,39,7
54,48,7
47,35,5
46,40,3
99,19,8
175,43,9
173,76,4
172,100,4
108,62,7
76,19,11
116,104,10
61,20,7
54,26,1
55,27,2
52,47,9
62,34,3
77,20,4
103,10,6
84,27,7
78,52,5
111,88,8
46,21,4
121,34,8
74,27,2
66,20,6
41,30,2
106,66,8
73,28,5
76,61,4
76,31,1
76,42,6
135,81,14
124,38,6
91,8,10
91,50,11
61,9,10
58,53,6
116,84,12
74,41,5
38,26,4
54,28,5
174,126,8
173,54,8
177,50,1
179,128,2
174,108,4
110,23,8
176,124,5
176,118,2
180,144,1
85,30,6
177,118,1
178,147,5
178,135,1
174,114,2
175,104,1
175,119,3
175,60,1
172,115,9
177,56,1
178,59,2
179,141,3
179,140,3
179,136,2
178,30,4
177,134,4
180,44,1
177,137,5
178,39,2
179,138,1
179,134,1
180,45,2
180,136,2
180,143,1
177,40,1
183,166,1
180,61,1
181,157,3
100,40,4
173,126,14
175,129,1
176,131,4
176,66,2
174,53,8
174,44,11
111,25,13
178,120,1
180,142,2
176,116,2
177,133,2
176,132,5
174,60,1
176,53,1
177,57,1
175,37,14
109,83,11
91,19,10
89,17,11
118,63,11
110,60,8
127,99,10
173,117,5
114,18,9
138,94,18
39,36,5
42,32,5
43,33,3
43,5,4
40,32,2
37,5,3
31,5,3
32,5,6
42,31,3
35,27,3
138,29,12
106,48,14
98,67,9
119,25,12
183,155,1
75,22,6
83,57,9
56,9,8
61,43,7
62,18,5
105,40,4
115,90,10
112,99,9
112,9,15
108,58,7
111,82,7
116,29,14
118,29,11
136,28,14
113,87,11
109,79,11
111,84,13
175,48,2
173,79,5
110,82,8
74,44,4
72,64,10
88,16,6
99,77,6
127,17,20
66,39,3
182,167,3
75,67,3
75,11,5
73,39,4
176,121,1
183,147,1
185,180,2
176,40,3
169,88,17
110,18,13
172,84,4
68,53,9
172,80,5
96,44,10
175,68,1
62,10,8
124,41,16
78,29,5
176,114,1
97,45,5
101,89,15
84,28,5
128,23,19
109,26,8
80,22,4
127,51,7
65,39,3
80,46,6
45,35,4
44,38,9
137,25,20
113,26,11
83,29,3
68,43,3
49,10,6
102,67,8
73,49,4
55,29,2
42,12,2
36,6,5
36,26,3
46,26,6
121,90,8
61,30,4
39,31,4
94,63,9
47,44,10
47,3,15
56,40,3
89,10,7
112,85,12
43,12,5
105,20,7
93,30,7
180,29,3
182,21,3
120,8,16
139,125,14
129,45,13
62,57,9
67,18,10
128,73,15
68,8,8
67,59,8
124,78,18
100,34,9
103,35,9
59,55,11
122,80,12
139,22,25
128,102,19
73,40,13
79,46,5
76,45,5
70,28,5
120,82,9
80,28,8
81,45,6
84,74,10
84,46,5
95,67,8
136,46,12
174,107,1
133,120,13
121,54,10
100,33,6
123,16,14
89,34,7
92,72,11
53,31,6
120,17,19
176,49,4
112,72,4
52,27,5
75,13,7
113,76,6
110,59,13
109,74,5
144,129,17
82,61,3
84,62,4
84,21,9
80,56,5
97,36,2
112,11,13
50,18,1
49,42,8
87,72,5
85,46,6
82,40,7
76,23,6
74,33,8
74,37,7
75,46,2
74,25,6
130,102,10
128,58,11
136,35,13
27,1,10
135,29,15
81,25,6
123,21,13
99,41,6
105,62,9
62,50,4
72,61,9
85,71,8
42,14,2
70,27,7
77,30,11
79,63,10
85,63,11
35,2,5
32,2,8
34,32,10
47,9,3
42,10,3
44,39,1
80,24,8
40,4,2
106,28,9
90,30,6
109,27,11
104,57,8
91,53,8
64,43,3
43,22,3
54,37,2
48,15,4
140,61,22
89,49,8
104,36,7
72,15,6
63,40,2
63,25,6
104,55,10
108,55,9
110,71,9
126,64,6
116,48,7
80,32,5
85,47,5
114,46,9
111,62,9
108,68,6
96,28,5
96,57,10
82,63,6
82,18,7
60,12,6
132,79,7
107,98,11
118,96,15
115,25,12
47,40,10
77,39,4
81,15,5
56,7,4
58,19,11
122,48,12
115,93,9
76,55,4
41,21,1
109,51,10
108,46,9
126,68,16
30,6,2
89,32,10
50,41,3
174,80,3
46,9,4
70,30,6
41,25,5
118,77,7
56,22,5
49,41,5
121,12,7
51,27,1
61,7,7
123,36,7
78,56,4
51,19,3
91,17,9
74,34,6
83,36,8
108,96,15
115,67,8
95,54,3
170,106,8
111,37,12
112,18,12
113,27,14
93,71,6
118,106,15
118,67,13
75,21,4
74,21,7
68,47,4
79,30,8
110,64,12
113,46,5
79,72,5
95,47,7
111,42,6
71,51,8
88,15,13
113,22,9
84,14,9
133,79,14
51,10,3
120,54,15
66,46,7
30,9,2
45,11,2
128,71,16
180,157,6
48,42,6
50,11,6
27,25,3
26,24,4
24,22,3
26,2,4
45,24,2
25,23,4
28,2,4
57,6,1
93,49,7
77,13,3
69,39,5
68,30,4
81,62,3
96,61,8
121,72,8
69,18,2
70,20,3
88,57,7
89,8,5
180,22,6
176,98,1
43,31,5
84,37,6
75,50,3
94,55,3
173,75,4
178,102,2
77,64,12
83,15,7
112,89,13
31,28,7
30,28,7
71,26,8
37,30,5
38,2,12
88,80,4
53,7,9
58,15,5
119,30,14
67,55,4
58,42,6
72,23,6
184,58,1
171,64,7
184,65,1
108,10,3
52,34,3
106,73,11
119,74,11
115,55,11
85,19,6
71,45,7
73,58,5
78,45,6
178,31,2
96,9,6
68,49,5
90,49,10
85,31,4
99,72,9
128,22,16
51,23,5
113,69,13
119,33,7
122,36,12
60,27,2
53,14,4
112,50,11
116,20,10
66,31,5
85,18,9
71,49,4
73,55,8
33,31,11
34,24,4
122,42,12
104,54,2
178,71,1
173,71,4
59,14,4
51,16,3
85,49,5
178,88,2
127,42,7
51,39,5
100,86,10
79,41,2
171,83,8
111,10,6
75,24,4
64,36,4
44,30,2
45,30,1
34,3,6
50,32,3
75,51,5
131,102,13
103,74,8
53,46,3
55,52,14
51,3,15
50,9,8
72,53,7
98,81,14
88,69,9
106,27,3
101,25,5
173,63,3
64,38,4
43,15,1
72,24,6
73,30,3
101,36,9
181,65,1
123,70,12
114,50,3
180,106,1
175,62,2
178,129,1
61,36,4
40,19,2
40,21,3
92,34,7
76,56,5
178,146,4
102,23,11
102,71,11
56,6,2
64,39,3
60,47,5
76,9,8
82,27,5
58,31,4
74,48,4
87,63,5
64,7,8
55,30,2
110,24,8
46,34,4
61,57,11
35,32,10
76,51,7
87,42,7
66,37,7
102,53,7
66,27,5
62,16,5
67,16,3
81,21,8
60,14,5
177,60,2
75,23,6
71,24,2
71,47,7
98,84,13
77,46,7
77,31,5
82,62,5
116,79,9
117,31,6
34,2,4
98,69,9
83,37,8
57,8,8
77,47,9
91,27,5
122,9,12
110,20,9
75,26,10
129,26,16
108,89,13
103,84,10
95,57,12
173,55,5
56,20,2
66,42,5
63,36,3
50,14,3
49,13,6
110,75,5
92,28,8
85,13,11
91,79,10
106,88,11
174,79,3
175,125,3
89,14,12
23,22,8
20,2,1
21,18,5
19,2,1
51,11,3
47,6,7
102,55,5
101,52,6
39,3,10
76,46,4
76,69,7
103,34,3
184,176,2
114,87,7
120,62,5
106,45,7
92,26,6
46,18,3
107,63,10
46,30,6
127,113,14
103,76,8
108,78,11
99,69,10
94,15,8
82,21,9
81,52,4
86,58,9
124,96,10
87,16,8
103,48,5
109,68,10
71,36,4
100,65,6
67,39,6
28,20,1
29,20,1
175,47,3
173,47,9
76,58,3
78,18,7
113,77,9
183,7,5
144,69,21
174,110,2
113,68,4
92,21,6
53,24,6
63,33,1
101,49,7
138,51,18
109,17,14
82,52,9
97,24,7
79,24,5
101,65,9
39,24,1
68,19,6
101,26,6
83,25,6
170,102,13
45,37,6
176,135,2
65,12,4
81,17,4
75,52,7
139,16,22
105,12,5
123,49,8
60,18,4
31,19,2
58,16,7
181,15,4
106,68,7
54,34,7
101,8,18
177,82,2
178,142,3
97,32,10
85,9,7
81,66,6
175,50,4
74,60,6
86,10,9
103,24,8
71,28,5
30,7,2
27,20,2
26,7,4
137,66,10
81,23,7
47,32,3
49,22,4
59,29,3
31,3,3
61,34,8
51,40,1
50,16,5
48,33,8
49,15,1
95,66,8
170,85,11
104,51,10
97,41,7
68,54,5
63,14,4
61,19,5
62,19,3
56,14,6
55,13,6
180,115,1
38,33,5
56,36,8
40,6,3
40,3,9
177,29,18
183,173,2
88,10,10
22,20,3
32,22,2
43,9,3
26,14,1
58,33,3
112,49,8
98,75,12
129,19,20
135,14,15
91,12,11
25,20,4
33,28,8
23,20,4
94,71,6
67,43,5
72,29,2
44,9,8
73,42,7
82,56,3
50,22,4
50,19,3
49,19,4
67,35,7
60,41,8
91,68,11
98,36,4
54,17,2
65,25,1
54,3,6
92,70,5
171,103,9
176,86,1
97,8,15
81,49,7
82,22,6
105,69,7
95,74,2
171,91,5
112,102,7
93,76,9
80,49,6
67,58,6
138,55,15
71,35,8
101,34,3
70,35,7
70,31,2
68,39,5
55,15,3
94,49,6
62,20,5
59,20,4
84,47,10
96,76,2
130,73,11
72,63,5
122,35,11
84,76,5
126,21,15
87,32,5
98,18,9
53,16,4
57,37,3
52,35,5
47,37,4
53,48,4
46,12,5
52,15,6
47,11,4
50,13,1
50,38,3
45,9,5
50,10,8
44,35,1
49,12,2
49,8,3
49,36,2
57,5,4
56,51,3
48,12,5
69,13,6
80,9,10
49,32,6
49,33,6
48,13,1
77,56,7
131,53,16
77,67,7
97,47,6
94,85,8
87,50,5
51,35,5
46,39,5
84,53,8
123,66,14
128,40,7
114,42,5
97,62,7
114,61,10
109,66,6
98,57,7
114,74,10
185,182,8
81,32,6
88,24,5
67,8,7
82,49,5
45,10,2
93,29,7
68,31,6
61,16,2
134,89,15
82,60,5
83,61,7
41,3,7
67,19,10
63,58,9
137,41,15
125,61,12
82,68,8
73,7,4
69,23,2
103,58,6
66,43,4
54,43,2
56,44,3
185,3,5
184,7,1
131,91,10
121,38,8
67,24,7
78,70,2
177,111,1
108,20,9
101,64,8
86,16,12
96,23,8
118,37,6
186,184,4
86,72,9
100,23,3
134,39,17
104,19,8
82,42,3
112,43,9
75,16,7
71,57,8
125,51,12
174,56,5
100,52,8
119,56,9
38,23,2
67,11,2
87,7,6
88,67,8
185,5,3
92,77,7
106,63,9
99,16,6
77,60,3
85,36,8
83,11,6
68,24,7
65,15,5
43,23,3
29,4,7
40,25,1
83,65,7
180,37,1
51,13,4
65,16,2
103,36,11
26,1,13
173,119,6
173,100,3
88,66,5
171,82,3
110,65,4
67,60,4
108,80,11
93,23,4
80,23,2
117,30,5
89,52,4
172,99,6
173,67,3
39,30,2
60,13,4
90,28,7
183,171,2
51,25,4
176,39,3
59,16,2
72,38,5
72,33,6
79,48,5
100,11,7
102,77,4
68,50,6
68,18,7
101,70,10
70,16,4
93,47,11
40,23,2
101,28,9
107,59,9
84,70,14
69,17,8
79,31,5
68,57,6
96,49,4
176,72,2
30,10,5
67,14,6
91,18,3
95,42,8
97,74,9
96,45,5
93,63,4
66,6,7
70,49,8
83,34,3
69,33,3
123,11,12
63,59,10
91,52,3
67,25,2
42,20,2
79,23,5
61,31,7
44,32,2
72,44,2
63,44,5
64,35,4
40,31,1
30,24,3
47,21,2
117,75,6
92,47,8
91,67,5
54,30,2
54,7,9
76,54,6
77,36,7
122,101,11
46,5,5
50,24,3
74,66,3
65,50,4
130,53,12
179,42,2
86,26,7
50,25,1
72,46,5
112,30,11
69,35,4
87,11,12
104,44,7
99,47,6
66,55,9
62,52,5
122,71,7
21,4,1
172,82,4
86,79,5
83,64,8
45,13,5
41,11,1
52,21,2
33,10,1
172,91,5
32,8,3
33,24,2
73,50,8
131,88,8
91,42,5
98,55,8
123,27,8
83,58,9
56,47,4
105,44,9
48,34,3
74,51,7
59,18,6
91,51,9
60,28,3
67,46,2
56,43,3
76,21,5
180,153,1
176,70,1
91,61,3
87,8,4
181,33,1
179,148,3
180,154,3
97,72,10
120,61,11
181,154,1
175,117,6
45,32,4
181,16,5
109,87,6
49,17,2
50,28,4
49,14,2
60,21,4
33,5,1
71,22,6
72,48,8
59,24,4
59,11,8
183,174,4
63,46,3
66,56,8
178,50,1
38,32,4
61,23,4
92,17,5
32,17,3
180,133,2
79,18,4
48,20,2
71,32,2
81,54,4
23,2,3
18,15,1
21,1,3
28,17,1
25,5,4
26,4,2
25,3,5
25,22,4
26,23,4
25,6,2
28,25,9
27,22,5
32,29,1
26,5,3
24,4,5
23,19,2
27,24,4
30,27,5
24,1,4
53,20,2
23,3,4
34,30,5
40,14,2
30,3,4
31,26,4
59,10,6
171,104,10
174,69,1
72,43,6
55,5,7
40,15,2
61,50,2
39,15,3
38,29,3
95,59,5
115,81,10
58,14,5
87,34,5
62,5,8
62,26,5
48,11,1
46,24,6
105,21,11
52,40,2
66,48,5
65,22,8
56,42,4
93,69,5
110,27,5
100,43,3
109,48,10
127,69,8
172,71,2
112,38,8
175,42,7
36,34,13
68,14,7
175,99,2
63,6,6
70,64,7
174,52,4
87,58,6
95,20,6
95,35,5
79,15,5
116,91,13
112,41,9
173,107,3
52,18,4
84,72,7
70,47,4
90,22,3
56,28,9
112,70,8
179,146,3
119,62,8
34,16,1
70,37,7
37,18,1
34,9,2
44,25,1
57,34,2
46,29,5
46,16,3
58,40,4
47,23,3
48,19,4
44,27,1
76,20,5
27,4,2
18,3,1
25,16,1
31,14,4
28,16,1
47,16,2
58,8,8
70,40,1
62,25,6
63,39,5
59,32,2
65,27,7
65,38,4
182,20,3
78,26,6
173,85,2
176,55,2
28,9,2
55,25,3
42,29,4
41,13,2
24,18,1
181,81,1
182,16,2
177,96,1
184,177,3
44,34,5
28,10,4
57,30,3
35,8,3
100,59,6
178,116,1
64,22,5
78,32,2
97,70,12
41,27,1
28,21,2
176,107,1
176,69,1
172,93,4
175,120,3
48,6,4
83,19,7
48,23,1
38,17,2
27,17,1
65,20,3
182,23,1
67,22,3
72,37,4
44,11,2
47,8,2
96,54,3
93,31,5
72,26,5
80,19,4
94,66,12
90,47,3
69,25,1
19,9,1
10,0,9
41,16,1
36,25,2
83,23,6
90,16,7
87,26,7
71,23,1
59,54,4
33,6,4
77,22,2
54,24,5
71,14,8
64,6,4
85,67,2
82,19,3
66,14,6
37,29,1
92,41,7
87,31,6
72,36,6
109,97,5
49,16,1
74,30,4
82,45,5
40,16,1
65,34,7
92,24,9
44,28,1
178,123,1
175,123,2
176,91,2
173,73,1
98,32,8
78,23,2
94,40,7
79,73,5
173,91,1
101,62,8
98,40,7
57,7,4
28,19,2
56,16,5
42,21,3
35,21,2
22,18,1
25,18,2
28,7,1
29,21,3
32,9,4
31,7,5
26,18,1
172,97,4
79,62,5
59,49,10
78,47,2
54,42,3
57,44,6
57,49,8
101,87,9
71,41,1
117,39,9
105,27,5
174,85,4
63,9,10
89,59,8
85,16,2
89,19,5
52,25,3
59,35,3
112,74,12
69,58,6
51,24,2
68,48,5
77,49,4
62,47,2
65,18,5
120,68,2
77,45,5
49,44,6
59,13,1
74,28,4
91,48,9
61,46,3
25,2,2
21,14,1
20,4,1
79,53,5
77,12,4
178,86,1
53,26,2
52,30,2
70,50,6
67,51,4
60,23,3
79,28,2
185,181,3
181,151,1
171,94,5
176,139,4
63,32,3
60,26,1
58,26,6
33,3,4
67,31,6
74,53,5
93,34,5
185,73,2
185,164,1
57,14,4
174,78,1
175,102,2
175,103,1
173,81,1
42,27,1
34,14,1
176,110,1
89,20,6
87,21,5
85,34,5
95,31,2
96,31,6
53,10,4
63,7,4
59,45,6
67,13,5
181,158,2
61,54,6
66,49,2
174,96,3
179,137,1
179,139,2
84,50,4
55,50,4
91,82,5
73,23,6
66,35,1
57,21,1
56,23,2
58,23,3
114,38,7
45,29,4
44,40,2
139,110,11
108,29,2
177,43,1
177,42,3
176,113,3
177,136,1
124,84,7
178,61,4
179,142,2
180,78,1
50,27,5
45,38,1
107,55,4
55,38,2
70,12,5
86,45,5
172,76,3
52,46,6
52,5,5
65,49,4
90,18,8
59,44,5
86,30,6
28,5,2
82,30,5
68,44,8
67,28,2
78,17,2
42,26,2
33,30,5
112,76,4
65,9,4
24,3,1
173,99,3
67,26,2
51,18,1
67,56,3
35,24,2
177,83,1
177,86,2
173,88,3
174,89,2
173,92,4
44,37,4
45,31,3
51,30,3
34,28,4
71,30,1
62,6,6
56,32,5
46,4,4
61,29,2
76,15,5
185,25,1
184,34,1
178,87,1
177,88,2
178,89,1
176,87,2
178,83,1
177,90,1
176,90,1
172,104,3
177,92,1
111,92,10
28,8,1
29,8,1
27,21,2
37,20,1
30,20,1
44,15,3
94,42,6
85,62,6
50,8,4
81,64,3
68,22,2
87,68,3
82,26,5
87,10,11
35,23,1
60,34,2
45,27,3
70,34,3
74,18,8
58,28,5
59,19,4
33,2,9
29,11,4
30,19,1
58,20,4
34,11,3
186,9,3
185,79,1
186,7,3
73,45,3
48,32,2
46,36,2
107,29,7
52,22,4
65,33,5
172,66,6
77,16,3
71,27,6
71,37,7
32,15,2
172,54,5
56,17,2
72,18,4
177,106,2
46,13,4
41,17,2
41,34,2
43,8,3
78,20,6
176,71,2
100,69,5
73,56,2
43,30,1
44,18,3
91,55,5
57,26,1
44,10,2
86,19,5
175,107,2
48,17,3
86,29,6
75,41,5
36,16,1
34,7,2
37,14,2
62,35,4
44,26,2
172,79,3
58,52,2
175,74,1
61,55,4
172,67,6
174,59,2
177,139,3
62,22,3
73,18,4
35,25,3
60,53,6
60,6,3
177,67,1
31,6,4
33,7,2
34,21,3
79,49,5
94,67,3
18,5,1
19,13,3
19,6,1
107,48,3
84,26,4
83,66,9
47,27,2
73,53,1
75,58,2
70,54,2
32,11,4
36,12,1
22,15,1
11,11,6
81,28,7
49,25,3
67,54,7
24,20,1
40,18,1
80,64,6
45,25,6
44,17,2
45,23,3
44,19,3
42,19,2
39,12,4
44,23,4
19,12,1
69,48,5
177,107,1
176,101,2
179,60,1
176,105,2
177,70,1
181,70,1
182,135,1
175,100,2
106,42,6
178,32,3
119,69,5
92,75,4
179,37,2
39,4,1
176,41,1
77,37,3
173,102,2
101,39,5
100,63,7
97,48,6
175,76,2
177,130,1
177,68,1
36,29,3
179,26,4
70,24,2
81,53,7
63,17,4
78,43,7
175,46,4
35,14,3
57,32,2
52,23,3
179,78,1
179,80,2
177,105,2
178,55,2
178,124,1
179,98,1
180,123,1
181,59,1
180,58,1
178,130,3
180,132,1
180,48,1
177,126,1
177,53,1
179,61,1
181,117,1
178,122,2
180,120,1
181,114,1
181,119,1
176,111,1
178,56,1
177,59,2
178,121,3
177,55,2
180,113,3
179,111,1
180,118,1
182,119,1
180,128,1
178,64,1
177,54,2
178,53,2
180,56,1
181,51,1
178,93,2
179,118,1
179,58,1
178,110,1
51,31,1
38,18,4
94,86,7
75,69,4
94,61,3
173,116,5
173,57,3
59,31,2
43,20,1
107,69,5
50,29,1
174,93,2
173,77,5
22,16,2
24,5,2
184,174,1
174,92,2
177,89,1
176,120,2
175,93,1
181,86,1
178,90,1
36,22,1
33,11,2
28,23,2
41,24,1
31,9,2
32,23,3
52,19,3
35,29,4
91,43,4
176,126,3
179,46,1
59,12,1
56,34,2
54,36,2
108,51,8
174,84,1
180,32,1
46,19,3
39,27,2
183,10,3
173,60,5
47,29,1
72,25,2
53,22,3
53,27,5
57,27,1
86,67,3
39,29,1
36,7,2
41,20,1
46,25,2
183,11,2
178,60,1
69,62,4
60,46,6
186,4,2
30,26,3
34,10,3
34,27,2
73,54,2
187,1,1
183,152,1
184,44,2
183,53,1
183,49,1
183,156,1
182,145,2
186,91,1
121,20,8
75,15,3
17,1,2
15,1,2
16,1,1
36,18,2
52,20,2
89,51,5
47,18,1
46,38,3
72,50,3
39,23,1
49,24,2
51,29,4
171,95,4
181,113,1
181,28,1
67,33,3
173,109,4
180,102,1
174,71,2
181,29,1
56,15,2
60,36,3
83,68,5
70,25,4
171,87,6
122,81,7
50,39,4
173,58,4
88,59,1
173,84,2
21,6,1
118,74,3
62,32,1
36,17,2
172,72,3
59,8,2
50,31,1
19,3,1
25,21,2
53,25,2
30,25,2
40,22,2
39,21,2
23,6,1
25,7,1
26,8,1
65,37,5
181,93,1
181,76,1
178,117,1
180,140,1
181,72,1
181,95,1
181,101,1
180,131,1
174,109,3
179,147,3
181,130,1
181,103,1
177,63,1
180,146,1
85,53,4
175,116,2
175,83,1
174,73,2
171,77,3
79,61,4
41,14,2
48,26,3
37,23,2
34,18,2
174,76,2
172,74,6
181,47,1
182,18,1
31,24,2
180,151,2
80,55,8
84,43,1
183,12,3
175,52,1
187,184,1
178,95,1
74,19,2
185,178,2
181,142,2
183,21,1
107,40,4
75,62,2
178,136,1
178,134,2
182,168,1
176,48,1
183,29,1
182,67,1
177,49,2
182,85,1
177,95,1
177,120,1
32,6,1
42,25,1
175,79,1
180,40,1
180,110,1
179,67,1
176,108,1
182,42,1
106,62,3
175,61,1
66,44,2
176,82,1
94,17,3
61,32,2
64,31,4
56,19,2
175,109,3
64,54,2
175,58,1
177,140,2
91,58,5
176,127,1
57,52,2
179,149,3
64,48,1
17,10,1
16,9,1
17,8,1
176,60,2
179,30,2
79,26,1
174,81,2
75,45,2
77,27,2
53,11,2
172,65,5
75,48,2
84,55,2
80,21,6
49,5,3
35,13,3
33,17,1
185,27,1
184,18,1
185,166,1
182,19,1
25,8,2
174,87,1
78,53,6
180,23,4
52,24,3
34,23,1
39,26,3
32,24,2
21,5,3
31,17,1
183,172,1
178,115,1
177,112,1
36,19,4
34,17,1
24,15,1
32,21,1
28,13,1
27,12,2
49,30,2
184,166,1
54,27,1
84,48,5
183,27,1
24,12,2
13,12,1
28,4,3
83,20,2
17,12,1
21,16,3
22,17,1
180,150,2
175,53,3
178,41,2
60,17,3
54,19,1
179,32,2
184,12,2
172,101,8
15,3,1
22,14,1
77,62,3
38,25,2
172,98,2
182,151,1
174,68,1
173,72,2
176,46,1
72,45,2
173,105,1
82,67,3
40,24,2
69,28,2
42,24,2
26,16,1
175,65,2
55,42,2
38,27,1
38,14,3
38,28,2
39,11,1
175,69,2
90,50,2
43,21,1
29,5,2
42,5,1
182,95,1
182,74,1
180,98,1
180,73,1
180,74,1
181,94,1
175,77,1
178,57,2
178,54,2
175,101,1
64,26,2
181,155,1
181,159,1
78,16,1
47,22,1
64,28,1
40,27,1
40,26,3
55,32,1
59,43,2
58,11,1
68,32,2
22,4,1
175,85,1
68,55,1
175,80,1
173,90,2
172,85,1
47,34,3
43,10,1
38,11,1
38,9,1
172,108,3
28,14,1
77,23,2
186,5,1
39,13,1
79,17,2
54,14,4
35,16,2
178,140,1
27,2,1
41,12,1
176,59,1
184,10,1
184,13,1
178,63,1
179,107,1
185,179,1
52,38,2
179,129,1
178,36,2
35,18,1
42,18,1
176,45,1
19,1,2
61,51,3
34,13,1
62,41,1
60,30,1
37,10,1
25,19,1
61,44,4
21,12,1
174,74,3
178,128,1
41,26,1
34,26,3
173,80,2
180,31,1
47,28,3
178,44,1
54,29,1
173,96,1
173,87,1
40,13,2
177,46,1
46,15,3
184,11,1
58,47,3
180,53,1
28,12,1
15,14,1
22,10,1
27,19,1
17,13,1
178,48,1
179,77,1
27,6,2
39,7,1
181,26,1
177,128,1
177,58,1
178,111,1
177,62,1
178,119,1
186,182,1
35,11,2
23,16,2
20,19,1
39,10,1
183,89,1
183,146,1
90,64,1
183,170,1
47,31,1
183,151,1
184,64,1
180,145,1
92,60,2
181,31,1
178,76,1
179,68,1
181,106,1
179,106,1
45,16,1
33,25,1
172,88,1
184,24,1
183,13,1
184,170,1
38,20,1
37,17,2
35,22,1
33,18,1
21,17,1
26,12,1
28,18,2
33,8,1
180,41,1
179,43,1
32,16,1
25,13,1
57,28,2
54,41,1
69,40,1
28,24,1
178,62,1
63,20,1
174,86,1
178,66,1
180,129,1
182,33,1
186,163,2
186,178,1
79,39,2
50,33,1
173,97,1
177,119,1
10,10,2
21,2,1
22,3,1
175,91,1
179,44,1
64,37,1
183,17,1
182,161,1
175,64,1
175,66,1
